"driver_id,driver_name,years_of_experience,rating,account_status,debt_paid,email"
"79,Driver_79,5,1.278023118986849,blocked,False,driver79@ridehail.com"
"80,Driver_80,6,2.5142456250562315,blocked,False,driver80@ridehail.com"
"81,Driver_81,10,4.980226200551759,active,True,driver81@ridehail.com"
"82,Driver_82,8,3.0521627060805754,blocked,False,driver82@ridehail.com"
"83,Driver_83,7,1.7431064689435956,active,True,driver83@ridehail.com"
"84,Driver_84,7,3.500110574015477,active,False,driver84@ridehail.com"
"85,Driver_85,5,4.311916418583409,active,False,driver85@ridehail.com"
"86,Driver_86,3,3.8601169765609007,blocked,True,driver86@ridehail.com"
"87,Driver_87,9,2.085857714996382,blocked,True,driver87@ridehail.com"
"88,Driver_88,7,3.06635257011851,active,False,driver88@ridehail.com"
"89,Driver_89,1,1.4261555906588077,active,True,driver89@ridehail.com"
"90,Driver_90,9,2.2082701644593645,suspended,True,driver90@ridehail.com"
"91,Driver_91,4,3.5630541897885,suspended,True,driver91@ridehail.com"
"92,Driver_92,2,2.4839152175315293,suspended,True,driver92@ridehail.com"
"93,Driver_93,8,4.716291286854464,blocked,False,driver93@ridehail.com"
"94,Driver_94,1,4.013606506614866,suspended,False,driver94@ridehail.com"
"95,Driver_95,1,2.6415590154147752,active,True,driver95@ridehail.com"
"96,Driver_96,5,4.091715073676243,blocked,False,driver96@ridehail.com"
"97,Driver_97,7,4.968011540795975,suspended,True,driver97@ridehail.com"
"98,Driver_98,6,1.9549138566860962,suspended,False,driver98@ridehail.com"
"99,Driver_99,3,3.6969821177969076,blocked,False,driver99@ridehail.com"
"100,Driver_100,5,4.475029626946219,suspended,True,driver100@ridehail.com"
"101,Driver_101,9,3.008310754477129,active,True,driver101@ridehail.com"
"102,Driver_102,6,2.4720112595886032,suspended,True,driver102@ridehail.com"
"103,Driver_103,8,1.9201250699928476,suspended,False,driver103@ridehail.com"
"104,Driver_104,4,4.8169841669393225,blocked,True,driver104@ridehail.com"
"105,Driver_105,9,1.738447691561893,suspended,True,driver105@ridehail.com"
"106,Driver_106,1,1.5305266868577516,blocked,True,driver106@ridehail.com"
"107,Driver_107,6,3.3375476073232635,suspended,False,driver107@ridehail.com"
"108,Driver_108,5,1.0948003459031188,active,True,driver108@ridehail.com"
"109,Driver_109,5,3.8473533450875292,blocked,False,driver109@ridehail.com"
"110,Driver_110,10,4.081764118488163,suspended,True,driver110@ridehail.com"
"111,Driver_111,7,4.329584276687956,blocked,False,driver111@ridehail.com"
"112,Driver_112,5,2.8124407434412033,active,False,driver112@ridehail.com"
"113,Driver_113,8,4.236330071735489,active,False,driver113@ridehail.com"
"114,Driver_114,8,3.0267345161718238,active,False,driver114@ridehail.com"
"115,Driver_115,5,4.8943391974588835,active,True,driver115@ridehail.com"
"116,Driver_116,5,4.370134235949672,active,True,driver116@ridehail.com"
"117,Driver_117,10,3.458865093330577,active,False,driver117@ridehail.com"
"118,Driver_118,7,1.4861203106272778,blocked,True,driver118@ridehail.com"
"119,Driver_119,1,1.65055012130422,active,True,driver119@ridehail.com"
"120,Driver_120,2,4.518502826991975,suspended,False,driver120@ridehail.com"
"121,Driver_121,1,2.786985560349161,suspended,False,driver121@ridehail.com"
"122,Driver_122,7,3.8944726253884396,suspended,True,driver122@ridehail.com"
"123,Driver_123,8,2.8451234167792454,blocked,True,driver123@ridehail.com"
"124,Driver_124,6,2.544821756253448,suspended,True,driver124@ridehail.com"
"125,Driver_125,6,4.474945799459313,active,True,driver125@ridehail.com"
"126,Driver_126,3,4.211970880422125,suspended,False,driver126@ridehail.com"
"127,Driver_127,4,2.8734710850669978,active,True,driver127@ridehail.com"
"128,Driver_128,4,2.409958255497229,active,False,driver128@ridehail.com"
"129,Driver_129,6,1.2934678884108126,blocked,True,driver129@ridehail.com"
"130,Driver_130,3,4.170792677738351,suspended,False,driver130@ridehail.com"
"131,Driver_131,4,4.367482398447058,active,False,driver131@ridehail.com"
"132,Driver_132,8,4.027192893215474,suspended,False,driver132@ridehail.com"
"133,Driver_133,8,2.328560541764648,blocked,True,driver133@ridehail.com"
"134,Driver_134,8,2.343932299936,active,True,driver134@ridehail.com"
"135,Driver_135,3,1.919374672529563,blocked,True,driver135@ridehail.com"
"136,Driver_136,9,3.230487671191823,suspended,True,driver136@ridehail.com"
"137,Driver_137,2,1.2480219424413783,active,False,driver137@ridehail.com"
"138,Driver_138,6,1.7033415067300264,active,False,driver138@ridehail.com"
"139,Driver_139,5,1.227280869737017,active,False,driver139@ridehail.com"
"140,Driver_140,5,4.829620523035594,blocked,False,driver140@ridehail.com"
"141,Driver_141,8,4.3958180720829905,blocked,True,driver141@ridehail.com"
"142,Driver_142,1,4.4324046674422775,active,True,driver142@ridehail.com"
"143,Driver_143,4,1.0465207482329184,active,True,driver143@ridehail.com"
"144,Driver_144,9,1.9343565304690542,active,True,driver144@ridehail.com"
"145,Driver_145,4,2.612093537172803,suspended,True,driver145@ridehail.com"
"146,Driver_146,10,2.6878030627352505,active,True,driver146@ridehail.com"
"147,Driver_147,1,2.2637234039777434,blocked,False,driver147@ridehail.com"
"148,Driver_148,1,4.174873476210266,suspended,False,driver148@ridehail.com"
"149,Driver_149,2,4.241176542716744,suspended,False,driver149@ridehail.com"
"150,Driver_150,5,4.173996307259155,blocked,False,driver150@ridehail.com"
"151,Driver_151,10,2.34352689203627,suspended,True,driver151@ridehail.com"
"152,Driver_152,5,3.3851871237160776,blocked,False,driver152@ridehail.com"
"153,Driver_153,4,4.779237625729872,suspended,True,driver153@ridehail.com"
"154,Driver_154,9,2.573694082053578,active,False,driver154@ridehail.com"
"155,Driver_155,10,2.1519104971917207,blocked,True,driver155@ridehail.com"
"156,Driver_156,5,1.9083850413688492,suspended,False,driver156@ridehail.com"
"157,Driver_157,9,4.09608849924645,active,False,driver157@ridehail.com"
"158,Driver_158,8,1.8820812642194746,suspended,False,driver158@ridehail.com"
"159,Driver_159,10,1.4939850081033463,suspended,True,driver159@ridehail.com"
"160,Driver_160,10,4.828165143024432,suspended,False,driver160@ridehail.com"
"161,Driver_161,5,4.002849352918879,suspended,True,driver161@ridehail.com"
"162,Driver_162,5,3.026480809492615,blocked,True,driver162@ridehail.com"
"163,Driver_163,10,2.948049539590668,suspended,False,driver163@ridehail.com"
"164,Driver_164,1,3.432753955642388,suspended,False,driver164@ridehail.com"
"165,Driver_165,5,2.4762903229794015,blocked,True,driver165@ridehail.com"
"166,Driver_166,5,3.7486790499410767,active,True,driver166@ridehail.com"
"167,Driver_167,1,2.3263584894072458,blocked,True,driver167@ridehail.com"
"168,Driver_168,8,3.790319435439738,active,True,driver168@ridehail.com"
"169,Driver_169,6,4.251062055109597,blocked,True,driver169@ridehail.com"
"170,Driver_170,7,4.323227921368099,blocked,True,driver170@ridehail.com"
"171,Driver_171,8,3.7310212988289813,suspended,True,driver171@ridehail.com"
"172,Driver_172,5,4.498392255635248,active,True,driver172@ridehail.com"
"173,Driver_173,6,2.7997318435762235,suspended,True,driver173@ridehail.com"
"174,Driver_174,2,2.158960515783819,suspended,True,driver174@ridehail.com"
"175,Driver_175,1,4.967200613692617,suspended,False,driver175@ridehail.com"
"176,Driver_176,2,3.930814607506795,active,True,driver176@ridehail.com"
"177,Driver_177,1,3.0288982513732297,suspended,True,driver177@ridehail.com"
"178,Driver_178,8,1.523376581977554,active,False,driver178@ridehail.com"
"179,Driver_179,8,2.3489180747823215,suspended,True,driver179@ridehail.com"
"180,Driver_180,6,4.672018364631075,blocked,True,driver180@ridehail.com"
"181,Driver_181,4,1.293254842520513,active,True,driver181@ridehail.com"
"182,Driver_182,9,1.2707200371611687,active,False,driver182@ridehail.com"
"183,Driver_183,7,2.683723264181269,active,True,driver183@ridehail.com"
"184,Driver_184,1,1.5996102594377781,suspended,True,driver184@ridehail.com"
"185,Driver_185,1,2.0466760435536333,blocked,False,driver185@ridehail.com"
"186,Driver_186,5,4.302275450191548,blocked,True,driver186@ridehail.com"
"187,Driver_187,6,2.395566083630139,suspended,True,driver187@ridehail.com"
"188,Driver_188,7,4.429163006242513,blocked,True,driver188@ridehail.com"
"189,Driver_189,6,4.797632074162616,suspended,False,driver189@ridehail.com"
"190,Driver_190,3,4.605818839131183,suspended,True,driver190@ridehail.com"
"191,Driver_191,4,2.610489473677161,blocked,True,driver191@ridehail.com"
"192,Driver_192,4,1.5485496517782154,blocked,False,driver192@ridehail.com"
"193,Driver_193,2,3.2108188585352178,active,True,driver193@ridehail.com"
"194,Driver_194,9,3.7942229592905523,active,True,driver194@ridehail.com"
"195,Driver_195,1,4.096342022951133,blocked,False,driver195@ridehail.com"
"196,Driver_196,8,3.0652064530307768,active,True,driver196@ridehail.com"
"197,Driver_197,3,4.101302989347143,active,False,driver197@ridehail.com"
"198,Driver_198,3,1.924058379402172,suspended,True,driver198@ridehail.com"
"199,Driver_199,1,4.134432729267447,suspended,False,driver199@ridehail.com"
"200,Driver_200,1,1.3447007566965739,blocked,False,driver200@ridehail.com"
"201,Driver_201,6,1.2517864899486293,blocked,False,driver201@ridehail.com"
"202,Driver_202,5,2.9297328403084006,blocked,True,driver202@ridehail.com"
"203,Driver_203,3,1.563367807527027,blocked,True,driver203@ridehail.com"
"204,Driver_204,10,3.120743686382312,suspended,False,driver204@ridehail.com"
"205,Driver_205,10,1.1353864237260205,suspended,False,driver205@ridehail.com"
"206,Driver_206,10,1.884208280959316,suspended,True,driver206@ridehail.com"
"207,Driver_207,3,1.6871153058169774,blocked,False,driver207@ridehail.com"
"208,Driver_208,7,1.7299838903714235,active,True,driver208@ridehail.com"
"209,Driver_209,1,1.8147680216897037,blocked,True,driver209@ridehail.com"
"210,Driver_210,8,4.070164643683998,suspended,False,driver210@ridehail.com"
"211,Driver_211,6,4.901306422529913,suspended,True,driver211@ridehail.com"
"212,Driver_212,8,2.4653292094162316,suspended,True,driver212@ridehail.com"
"213,Driver_213,6,1.908833956140029,suspended,False,driver213@ridehail.com"
"214,Driver_214,5,4.714066054997819,blocked,False,driver214@ridehail.com"
"215,Driver_215,5,4.160785838649049,blocked,False,driver215@ridehail.com"
"216,Driver_216,4,2.1678045603161316,blocked,False,driver216@ridehail.com"
"217,Driver_217,1,1.4349558861725673,active,False,driver217@ridehail.com"
"218,Driver_218,1,1.8887983646222968,blocked,True,driver218@ridehail.com"
"219,Driver_219,5,4.7098475104620725,blocked,True,driver219@ridehail.com"
"220,Driver_220,8,4.207920640308,blocked,False,driver220@ridehail.com"
"221,Driver_221,8,4.0425770698131736,blocked,False,driver221@ridehail.com"
"222,Driver_222,8,2.7124519233236777,suspended,False,driver222@ridehail.com"
"223,Driver_223,2,3.7669777826976394,suspended,True,driver223@ridehail.com"
"224,Driver_224,9,3.3662328861120283,active,False,driver224@ridehail.com"
"225,Driver_225,9,3.873391293922224,suspended,False,driver225@ridehail.com"
"226,Driver_226,3,2.6658183959048523,active,False,driver226@ridehail.com"
"227,Driver_227,7,1.5952919705049844,suspended,True,driver227@ridehail.com"
"228,Driver_228,4,4.67490433337891,suspended,False,driver228@ridehail.com"
"229,Driver_229,3,2.7179775781717215,blocked,True,driver229@ridehail.com"
"230,Driver_230,6,2.365624187610853,active,False,driver230@ridehail.com"
"231,Driver_231,6,2.9670831475638004,blocked,False,driver231@ridehail.com"
"232,Driver_232,2,3.1665684376345538,active,False,driver232@ridehail.com"
"233,Driver_233,5,4.166217865021149,active,False,driver233@ridehail.com"
"234,Driver_234,4,3.3392590678099516,active,False,driver234@ridehail.com"
"235,Driver_235,7,1.8553200277758948,blocked,False,driver235@ridehail.com"
"236,Driver_236,8,3.2815923519021077,blocked,False,driver236@ridehail.com"
"237,Driver_237,9,2.6670579334375217,blocked,False,driver237@ridehail.com"
"238,Driver_238,9,4.6184683532892095,blocked,True,driver238@ridehail.com"
"239,Driver_239,2,2.4717398792098857,blocked,False,driver239@ridehail.com"
"240,Driver_240,7,3.967284101731733,suspended,True,driver240@ridehail.com"
"241,Driver_241,9,3.2753482492472603,active,True,driver241@ridehail.com"
"242,Driver_242,2,4.503526051310754,active,False,driver242@ridehail.com"
"243,Driver_243,10,3.076902756361459,blocked,True,driver243@ridehail.com"
"244,Driver_244,6,1.994009684494753,active,False,driver244@ridehail.com"
"245,Driver_245,2,3.9038840988179833,blocked,False,driver245@ridehail.com"
"246,Driver_246,1,2.149093651712989,blocked,False,driver246@ridehail.com"
"247,Driver_247,1,2.8560761677160023,blocked,True,driver247@ridehail.com"
"248,Driver_248,1,1.512905990087491,suspended,False,driver248@ridehail.com"
"249,Driver_249,9,4.268592069641374,active,False,driver249@ridehail.com"
"250,Driver_250,4,4.303823486351261,suspended,False,driver250@ridehail.com"
"251,Driver_251,9,1.5199072211535376,blocked,True,driver251@ridehail.com"
"252,Driver_252,5,1.6523346890482196,blocked,False,driver252@ridehail.com"
"253,Driver_253,6,1.8770616376174525,suspended,True,driver253@ridehail.com"
"254,Driver_254,6,3.3057942725574727,blocked,True,driver254@ridehail.com"
"255,Driver_255,3,3.1395475530661408,suspended,True,driver255@ridehail.com"
"256,Driver_256,9,1.387862018944808,active,False,driver256@ridehail.com"
"257,Driver_257,3,3.7629659703887355,blocked,False,driver257@ridehail.com"
"258,Driver_258,9,2.247607408415305,blocked,True,driver258@ridehail.com"
"259,Driver_259,8,3.446987118346756,suspended,True,driver259@ridehail.com"
"260,Driver_260,9,3.5553347628447156,active,True,driver260@ridehail.com"
"261,Driver_261,7,2.83606383746611,suspended,False,driver261@ridehail.com"
"262,Driver_262,10,4.624560676911771,blocked,False,driver262@ridehail.com"
"263,Driver_263,10,1.0295017426189466,active,False,driver263@ridehail.com"
"264,Driver_264,5,2.4895178149465034,blocked,True,driver264@ridehail.com"
"265,Driver_265,3,2.6073776203592507,suspended,True,driver265@ridehail.com"
"266,Driver_266,3,2.0462595735696,active,False,driver266@ridehail.com"
"267,Driver_267,1,2.411483667363443,active,False,driver267@ridehail.com"
"268,Driver_268,9,3.797621927388428,active,False,driver268@ridehail.com"
"269,Driver_269,3,4.239283727322002,active,True,driver269@ridehail.com"
"270,Driver_270,3,3.1684029070569077,suspended,True,driver270@ridehail.com"
"271,Driver_271,9,4.773181607027813,blocked,False,driver271@ridehail.com"
"272,Driver_272,9,2.985637620432095,blocked,False,driver272@ridehail.com"
"273,Driver_273,3,2.7640351794426614,suspended,True,driver273@ridehail.com"
"274,Driver_274,2,4.111207774772753,suspended,False,driver274@ridehail.com"
"275,Driver_275,1,4.103276483170323,active,False,driver275@ridehail.com"
"276,Driver_276,8,2.7168988240656335,active,True,driver276@ridehail.com"
"277,Driver_277,8,1.3770952553729185,blocked,True,driver277@ridehail.com"
"278,Driver_278,10,1.3859270874200447,suspended,True,driver278@ridehail.com"
"279,Driver_279,8,4.550479697652696,active,False,driver279@ridehail.com"
"280,Driver_280,2,4.952755997613007,blocked,False,driver280@ridehail.com"
"281,Driver_281,2,4.342847981688093,blocked,False,driver281@ridehail.com"
"282,Driver_282,5,3.6518303670033583,active,False,driver282@ridehail.com"
"283,Driver_283,1,1.8591706315693077,active,True,driver283@ridehail.com"
"284,Driver_284,7,2.975441345656519,blocked,True,driver284@ridehail.com"
"285,Driver_285,1,1.170565428942124,active,True,driver285@ridehail.com"
"286,Driver_286,4,2.852956251458131,active,False,driver286@ridehail.com"
"287,Driver_287,5,1.1072777406966052,active,False,driver287@ridehail.com"
"288,Driver_288,10,1.35208110096429,active,True,driver288@ridehail.com"
"289,Driver_289,2,4.0376581737031145,active,True,driver289@ridehail.com"
"290,Driver_290,7,4.835539224763139,active,False,driver290@ridehail.com"
"291,Driver_291,1,2.9141109668091953,active,True,driver291@ridehail.com"
"292,Driver_292,5,2.544474216337414,active,True,driver292@ridehail.com"
"293,Driver_293,9,1.6880289227971312,active,True,driver293@ridehail.com"
"294,Driver_294,6,4.954831290916643,blocked,False,driver294@ridehail.com"
"295,Driver_295,7,2.9488366344818786,blocked,True,driver295@ridehail.com"
"296,Driver_296,8,3.980698754800952,active,True,driver296@ridehail.com"
"297,Driver_297,3,1.8766249745189878,blocked,True,driver297@ridehail.com"
"298,Driver_298,4,1.0970353306619303,suspended,True,driver298@ridehail.com"
"299,Driver_299,3,3.7625922266646,blocked,False,driver299@ridehail.com"
"300,Driver_300,1,3.8150673192361926,blocked,False,driver300@ridehail.com"
"301,Driver_301,1,1.5330896138462595,blocked,False,driver301@ridehail.com"
"302,Driver_302,9,3.5852577200152504,active,False,driver302@ridehail.com"
"303,Driver_303,10,4.396690134584001,blocked,True,driver303@ridehail.com"
"304,Driver_304,7,3.2461287661940443,blocked,False,driver304@ridehail.com"
"305,Driver_305,4,1.5917421382866541,suspended,False,driver305@ridehail.com"
"306,Driver_306,4,4.2165746234580315,suspended,True,driver306@ridehail.com"
"307,Driver_307,2,3.4672071099771355,suspended,False,driver307@ridehail.com"
"308,Driver_308,8,4.586981140912087,blocked,True,driver308@ridehail.com"
"309,Driver_309,2,3.6715461045064632,blocked,False,driver309@ridehail.com"
"310,Driver_310,6,1.8767933889429318,active,True,driver310@ridehail.com"
"311,Driver_311,4,1.3883084295519956,suspended,True,driver311@ridehail.com"
"312,Driver_312,1,3.5022276413031337,suspended,True,driver312@ridehail.com"
"313,Driver_313,5,4.670882163350228,suspended,True,driver313@ridehail.com"
"314,Driver_314,4,3.5044789540640893,suspended,True,driver314@ridehail.com"
"315,Driver_315,8,3.767094830336272,blocked,False,driver315@ridehail.com"
"316,Driver_316,6,3.4271433725881897,active,False,driver316@ridehail.com"
"317,Driver_317,2,1.7276909667165805,blocked,True,driver317@ridehail.com"
"318,Driver_318,6,4.550537282821693,blocked,True,driver318@ridehail.com"
"319,Driver_319,10,3.7390794386698585,active,True,driver319@ridehail.com"
"320,Driver_320,3,4.267911708147033,active,True,driver320@ridehail.com"
"321,Driver_321,10,3.6392227915949276,blocked,False,driver321@ridehail.com"
"322,Driver_322,3,2.2101011073182777,blocked,True,driver322@ridehail.com"
"323,Driver_323,2,1.7922452955083892,suspended,False,driver323@ridehail.com"
"324,Driver_324,8,3.051345660688781,suspended,False,driver324@ridehail.com"
"325,Driver_325,6,1.1940995354291495,active,True,driver325@ridehail.com"
"326,Driver_326,2,2.8861718668436263,active,True,driver326@ridehail.com"
"327,Driver_327,8,2.916529732457505,blocked,True,driver327@ridehail.com"
"328,Driver_328,8,1.4800991291841075,blocked,True,driver328@ridehail.com"
"329,Driver_329,3,2.0254122280421805,suspended,False,driver329@ridehail.com"
"330,Driver_330,10,2.893727725958548,blocked,False,driver330@ridehail.com"
"331,Driver_331,4,4.613807785296329,active,True,driver331@ridehail.com"
"332,Driver_332,10,1.1541952053248576,active,False,driver332@ridehail.com"
"333,Driver_333,7,3.6714876459169297,blocked,True,driver333@ridehail.com"
"334,Driver_334,7,1.8873190950235945,suspended,False,driver334@ridehail.com"
"335,Driver_335,3,1.874627446517572,blocked,False,driver335@ridehail.com"
"336,Driver_336,6,4.8144912857188125,suspended,False,driver336@ridehail.com"
"337,Driver_337,7,3.393428677801229,active,False,driver337@ridehail.com"
"338,Driver_338,9,1.3111018382989674,suspended,True,driver338@ridehail.com"
"339,Driver_339,6,3.7933581221081347,blocked,False,driver339@ridehail.com"
"340,Driver_340,8,1.0190950348148662,active,False,driver340@ridehail.com"
"341,Driver_341,2,1.6314490221958926,blocked,False,driver341@ridehail.com"
"342,Driver_342,9,2.090838000786164,suspended,False,driver342@ridehail.com"
"343,Driver_343,1,4.619470998313952,suspended,True,driver343@ridehail.com"
"344,Driver_344,7,1.9219181465695327,blocked,False,driver344@ridehail.com"
"345,Driver_345,9,1.8927725530850963,active,True,driver345@ridehail.com"
"346,Driver_346,2,1.6077241434154415,suspended,False,driver346@ridehail.com"
"347,Driver_347,7,2.455193373208865,suspended,False,driver347@ridehail.com"
"348,Driver_348,6,3.658560069691901,suspended,True,driver348@ridehail.com"
"349,Driver_349,4,3.5338386842759335,suspended,False,driver349@ridehail.com"
"350,Driver_350,6,3.796411509785985,suspended,True,driver350@ridehail.com"
"351,Driver_351,6,3.9693920100744435,blocked,True,driver351@ridehail.com"
"352,Driver_352,7,3.839399275350613,blocked,False,driver352@ridehail.com"
"353,Driver_353,6,2.2196403807504117,suspended,False,driver353@ridehail.com"
"354,Driver_354,10,2.4931514888623667,blocked,True,driver354@ridehail.com"
"355,Driver_355,3,1.378360658518508,suspended,True,driver355@ridehail.com"
"356,Driver_356,2,2.7645801525474045,active,False,driver356@ridehail.com"
"357,Driver_357,9,3.5381846285383762,active,True,driver357@ridehail.com"
"358,Driver_358,6,1.3783591464496832,blocked,True,driver358@ridehail.com"
"359,Driver_359,9,1.6931381240773562,active,False,driver359@ridehail.com"
"360,Driver_360,4,2.604826470661524,blocked,False,driver360@ridehail.com"
"361,Driver_361,3,1.6749780719146852,suspended,True,driver361@ridehail.com"
"362,Driver_362,7,4.113403891978615,suspended,True,driver362@ridehail.com"
"363,Driver_363,5,4.5725648169753335,blocked,True,driver363@ridehail.com"
"364,Driver_364,9,3.8377759804462124,blocked,True,driver364@ridehail.com"
"365,Driver_365,1,3.1423148151068387,suspended,False,driver365@ridehail.com"
"366,Driver_366,2,2.672824290753866,blocked,True,driver366@ridehail.com"
"367,Driver_367,9,3.511968646733396,active,False,driver367@ridehail.com"
"368,Driver_368,1,2.7653640487150373,suspended,False,driver368@ridehail.com"
"369,Driver_369,5,2.688393540916586,blocked,True,driver369@ridehail.com"
"370,Driver_370,6,2.4090962445389112,suspended,False,driver370@ridehail.com"
"371,Driver_371,5,2.8886399192953287,suspended,True,driver371@ridehail.com"
"372,Driver_372,9,3.2301033945954427,active,True,driver372@ridehail.com"
"373,Driver_373,7,3.4355459456421307,suspended,False,driver373@ridehail.com"
"374,Driver_374,5,2.7045600723859247,active,False,driver374@ridehail.com"
"375,Driver_375,9,1.2060948818257873,blocked,True,driver375@ridehail.com"
"376,Driver_376,7,3.160182443863725,active,True,driver376@ridehail.com"
"377,Driver_377,3,4.772634456369862,blocked,True,driver377@ridehail.com"
